filename,gesture_id,gesture_name
gesture-1022.bin,3,LeftGrab
gesture-1462.bin,5,LeftInfinity
gesture-2962.bin,10,LeftScroll
gesture-742.bin,2,LeftClose
gesture-4721.bin,15,RightHome
gesture-398.bin,1,LeftClick
gesture-7012.bin,22,Teleportation
gesture-13.bin,0,LeftBack
gesture-2237.bin,7,LeftPoint
gesture-931.bin,3,LeftGrab
gesture-1439.bin,4,LeftHome
gesture-3689.bin,12,RightClick
gesture-5576.bin,17,RightOpenPalm
gesture-3916.bin,13,RightClose
gesture-5942.bin,18,RightPoint
gesture-7119.bin,22,Teleportation
gesture-2119.bin,7,LeftPoint
gesture-3076.bin,10,LeftScroll
gesture-672.bin,2,LeftClose
gesture-3675.bin,12,RightClick
gesture-5676.bin,18,RightPoint
gesture-2622.bin,9,LeftRotate
gesture-1493.bin,5,LeftInfinity
gesture-463.bin,1,LeftClick
gesture-3596.bin,12,RightClick
gesture-7121.bin,22,Teleportation
gesture-1180.bin,4,LeftHome
gesture-197.bin,0,LeftBack
gesture-4444.bin,14,RightGrab
gesture-2932.bin,10,LeftScroll
gesture-1266.bin,4,LeftHome
gesture-6668.bin,21,RightScroll
gesture-6549.bin,20,RightRotate
gesture-2930.bin,10,LeftScroll
gesture-5582.bin,17,RightOpenPalm
gesture-925.bin,3,LeftGrab
gesture-3475.bin,11,RightBack
gesture-6425.bin,20,RightRotate
gesture-5763.bin,18,RightPoint
gesture-3642.bin,12,RightClick
gesture-276.bin,0,LeftBack
gesture-5995.bin,19,RightPush
gesture-2740.bin,9,LeftRotate
gesture-3939.bin,13,RightClose
gesture-2274.bin,7,LeftPoint
gesture-707.bin,2,LeftClose
gesture-3883.bin,13,RightClose
gesture-2611.bin,8,LeftPush
gesture-953.bin,3,LeftGrab
gesture-1318.bin,4,LeftHome
gesture-575.bin,1,LeftClick
gesture-2344.bin,8,LeftPush
gesture-4291.bin,14,RightGrab
gesture-3995.bin,13,RightClose
gesture-4697.bin,15,RightHome
gesture-6578.bin,20,RightRotate
gesture-5975.bin,18,RightPoint
gesture-5309.bin,17,RightOpenPalm
gesture-3069.bin,10,LeftScroll
gesture-3316.bin,11,RightBack
gesture-1499.bin,5,LeftInfinity
gesture-6562.bin,20,RightRotate
gesture-4789.bin,15,RightHome
gesture-6408.bin,20,RightRotate
gesture-4044.bin,13,RightClose
gesture-1548.bin,5,LeftInfinity
gesture-3623.bin,12,RightClick
gesture-6816.bin,21,RightScroll
gesture-4858.bin,15,RightHome
gesture-2488.bin,8,LeftPush
gesture-2767.bin,9,LeftRotate
gesture-7128.bin,22,Teleportation
gesture-2756.bin,9,LeftRotate
gesture-7252.bin,23,Zoom
gesture-6352.bin,20,RightRotate
gesture-1225.bin,4,LeftHome
gesture-4919.bin,15,RightHome
gesture-6919.bin,21,RightScroll
gesture-2914.bin,9,LeftRotate
gesture-587.bin,2,LeftClose
gesture-5277.bin,16,RightInfinity
gesture-3274.bin,11,RightBack
gesture-1533.bin,5,LeftInfinity
gesture-664.bin,2,LeftClose
gesture-5178.bin,16,RightInfinity
gesture-3541.bin,11,RightBack
gesture-5484.bin,17,RightOpenPalm
gesture-4305.bin,14,RightGrab
gesture-1144.bin,3,LeftGrab
gesture-5579.bin,17,RightOpenPalm
gesture-3620.bin,12,RightClick
gesture-884.bin,3,LeftGrab
gesture-213.bin,0,LeftBack
gesture-2853.bin,9,LeftRotate
gesture-2799.bin,9,LeftRotate
gesture-1080.bin,3,LeftGrab
gesture-4652.bin,15,RightHome
gesture-3101.bin,10,LeftScroll
gesture-4141.bin,13,RightClose
gesture-4728.bin,15,RightHome
gesture-74.bin,0,LeftBack
gesture-1529.bin,5,LeftInfinity
gesture-1385.bin,4,LeftHome
gesture-6500.bin,20,RightRotate
gesture-3318.bin,11,RightBack
gesture-6971.bin,21,RightScroll
gesture-1045.bin,3,LeftGrab
gesture-6695.bin,21,RightScroll
gesture-2012.bin,6,LeftOpenPalm
gesture-323.bin,1,LeftClick
gesture-290.bin,0,LeftBack
gesture-3080.bin,10,LeftScroll
gesture-3139.bin,10,LeftScroll
gesture-4880.bin,15,RightHome
gesture-815.bin,2,LeftClose
gesture-4985.bin,16,RightInfinity
gesture-6595.bin,20,RightRotate
gesture-67.bin,0,LeftBack
gesture-2780.bin,9,LeftRotate
gesture-889.bin,3,LeftGrab
gesture-1739.bin,5,LeftInfinity
gesture-6228.bin,19,RightPush
gesture-4072.bin,13,RightClose
gesture-2778.bin,9,LeftRotate
gesture-1173.bin,4,LeftHome
gesture-917.bin,3,LeftGrab
gesture-3370.bin,11,RightBack
gesture-2269.bin,7,LeftPoint
gesture-5118.bin,16,RightInfinity
gesture-5324.bin,17,RightOpenPalm
gesture-2928.bin,10,LeftScroll
gesture-5165.bin,16,RightInfinity
gesture-5370.bin,17,RightOpenPalm
gesture-5107.bin,16,RightInfinity
gesture-3395.bin,11,RightBack
gesture-5700.bin,18,RightPoint
gesture-1474.bin,5,LeftInfinity
gesture-4061.bin,13,RightClose
gesture-2646.bin,9,LeftRotate
gesture-6460.bin,20,RightRotate
gesture-1442.bin,4,LeftHome
gesture-5740.bin,18,RightPoint
gesture-285.bin,0,LeftBack
gesture-1674.bin,5,LeftInfinity
gesture-862.bin,2,LeftClose
gesture-622.bin,2,LeftClose
gesture-1372.bin,4,LeftHome
gesture-2413.bin,8,LeftPush
gesture-427.bin,1,LeftClick
gesture-4752.bin,15,RightHome
gesture-2125.bin,7,LeftPoint
gesture-3745.bin,12,RightClick
gesture-3525.bin,11,RightBack
gesture-3189.bin,10,LeftScroll
gesture-2480.bin,8,LeftPush
gesture-626.bin,2,LeftClose
gesture-6909.bin,21,RightScroll
gesture-6371.bin,20,RightRotate
gesture-1362.bin,4,LeftHome
gesture-4934.bin,15,RightHome
gesture-5733.bin,18,RightPoint
gesture-2802.bin,9,LeftRotate
gesture-5134.bin,16,RightInfinity
gesture-98.bin,0,LeftBack
gesture-4433.bin,14,RightGrab
gesture-3945.bin,13,RightClose
gesture-6715.bin,21,RightScroll
gesture-1882.bin,6,LeftOpenPalm
gesture-4004.bin,13,RightClose
gesture-6203.bin,19,RightPush
gesture-7328.bin,23,Zoom
gesture-952.bin,3,LeftGrab
gesture-6404.bin,20,RightRotate
gesture-5119.bin,16,RightInfinity
gesture-6630.bin,20,RightRotate
gesture-6037.bin,19,RightPush
gesture-5657.bin,18,RightPoint
gesture-7117.bin,22,Teleportation
gesture-3443.bin,11,RightBack
gesture-5703.bin,18,RightPoint
gesture-6635.bin,20,RightRotate
gesture-3862.bin,12,RightClick
gesture-4543.bin,14,RightGrab
gesture-6342.bin,20,RightRotate
gesture-5977.bin,18,RightPoint
gesture-6255.bin,19,RightPush
gesture-826.bin,2,LeftClose
gesture-1008.bin,3,LeftGrab
gesture-6790.bin,21,RightScroll
gesture-691.bin,2,LeftClose
gesture-3712.bin,12,RightClick
gesture-5663.bin,18,RightPoint
gesture-2915.bin,9,LeftRotate
gesture-522.bin,1,LeftClick
gesture-834.bin,2,LeftClose
gesture-692.bin,2,LeftClose
gesture-1946.bin,6,LeftOpenPalm
gesture-4264.bin,14,RightGrab
gesture-2492.bin,8,LeftPush
gesture-1224.bin,4,LeftHome
gesture-6553.bin,20,RightRotate
gesture-2722.bin,9,LeftRotate
gesture-5150.bin,16,RightInfinity
gesture-3489.bin,11,RightBack
gesture-6831.bin,21,RightScroll
gesture-6492.bin,20,RightRotate
gesture-6953.bin,21,RightScroll
gesture-1840.bin,6,LeftOpenPalm
gesture-3455.bin,11,RightBack
gesture-6665.bin,20,RightRotate
gesture-7446.bin,23,Zoom
gesture-2639.bin,9,LeftRotate
gesture-4483.bin,14,RightGrab
gesture-615.bin,2,LeftClose
gesture-3502.bin,11,RightBack
gesture-4016.bin,13,RightClose
gesture-2086.bin,7,LeftPoint
gesture-7115.bin,22,Teleportation
gesture-7263.bin,23,Zoom
gesture-4556.bin,14,RightGrab
gesture-431.bin,1,LeftClick
gesture-4825.bin,15,RightHome
gesture-1984.bin,6,LeftOpenPalm
gesture-5956.bin,18,RightPoint
gesture-1791.bin,6,LeftOpenPalm
gesture-1903.bin,6,LeftOpenPalm
gesture-1924.bin,6,LeftOpenPalm
gesture-1881.bin,6,LeftOpenPalm
gesture-5494.bin,17,RightOpenPalm
gesture-4108.bin,13,RightClose
gesture-5514.bin,17,RightOpenPalm
gesture-7317.bin,23,Zoom
gesture-199.bin,0,LeftBack
gesture-6867.bin,21,RightScroll
gesture-695.bin,2,LeftClose
gesture-3222.bin,11,RightBack
gesture-2565.bin,8,LeftPush
gesture-1454.bin,5,LeftInfinity
gesture-4285.bin,14,RightGrab
gesture-6452.bin,20,RightRotate
gesture-5933.bin,18,RightPoint
gesture-1062.bin,3,LeftGrab
gesture-2871.bin,9,LeftRotate
gesture-5854.bin,18,RightPoint
gesture-5754.bin,18,RightPoint
gesture-4930.bin,15,RightHome
gesture-6949.bin,21,RightScroll
gesture-6198.bin,19,RightPush
gesture-2658.bin,9,LeftRotate
gesture-2385.bin,8,LeftPush
gesture-7356.bin,23,Zoom
gesture-84.bin,0,LeftBack
gesture-4418.bin,14,RightGrab
gesture-1852.bin,6,LeftOpenPalm
gesture-6586.bin,20,RightRotate
gesture-1028.bin,3,LeftGrab
gesture-5369.bin,17,RightOpenPalm
gesture-1789.bin,6,LeftOpenPalm
gesture-2364.bin,8,LeftPush
gesture-3581.bin,12,RightClick
gesture-3557.bin,12,RightClick
gesture-2760.bin,9,LeftRotate
gesture-4881.bin,15,RightHome
gesture-4868.bin,15,RightHome
gesture-7416.bin,23,Zoom
gesture-3252.bin,11,RightBack
gesture-5445.bin,17,RightOpenPalm
gesture-3333.bin,11,RightBack
gesture-3786.bin,12,RightClick
gesture-1673.bin,5,LeftInfinity
gesture-6036.bin,19,RightPush
gesture-5830.bin,18,RightPoint
gesture-4600.bin,15,RightHome
gesture-5425.bin,17,RightOpenPalm
gesture-6871.bin,21,RightScroll
gesture-6766.bin,21,RightScroll
gesture-5461.bin,17,RightOpenPalm
gesture-6110.bin,19,RightPush
gesture-7449.bin,23,Zoom
gesture-7343.bin,23,Zoom
gesture-26.bin,0,LeftBack
gesture-3180.bin,10,LeftScroll
gesture-6180.bin,19,RightPush
gesture-1456.bin,5,LeftInfinity
gesture-3828.bin,12,RightClick
gesture-124.bin,0,LeftBack
gesture-4874.bin,15,RightHome
gesture-4524.bin,14,RightGrab
gesture-7028.bin,22,Teleportation
gesture-2219.bin,7,LeftPoint
gesture-465.bin,1,LeftClick
gesture-158.bin,0,LeftBack
gesture-1659.bin,5,LeftInfinity
gesture-3290.bin,11,RightBack
gesture-2333.bin,7,LeftPoint
gesture-4248.bin,14,RightGrab
gesture-6114.bin,19,RightPush
gesture-1959.bin,6,LeftOpenPalm
gesture-7367.bin,23,Zoom
gesture-891.bin,3,LeftGrab
gesture-3158.bin,10,LeftScroll
gesture-3317.bin,11,RightBack
gesture-1012.bin,3,LeftGrab
gesture-6681.bin,21,RightScroll
gesture-2121.bin,7,LeftPoint
gesture-4714.bin,15,RightHome
gesture-4079.bin,13,RightClose
gesture-2919.bin,10,LeftScroll
gesture-3427.bin,11,RightBack
gesture-670.bin,2,LeftClose
gesture-4801.bin,15,RightHome
gesture-4922.bin,15,RightHome
gesture-960.bin,3,LeftGrab
gesture-6793.bin,21,RightScroll
gesture-2064.bin,7,LeftPoint
gesture-5073.bin,16,RightInfinity
gesture-1978.bin,6,LeftOpenPalm
gesture-4314.bin,14,RightGrab
gesture-2717.bin,9,LeftRotate
gesture-7176.bin,22,Teleportation
gesture-4379.bin,14,RightGrab
gesture-1727.bin,5,LeftInfinity
gesture-3875.bin,12,RightClick
gesture-1800.bin,6,LeftOpenPalm
gesture-6561.bin,20,RightRotate
gesture-3673.bin,12,RightClick
gesture-2968.bin,10,LeftScroll
gesture-136.bin,0,LeftBack
gesture-4978.bin,16,RightInfinity
gesture-2522.bin,8,LeftPush
gesture-4372.bin,14,RightGrab
gesture-4846.bin,15,RightHome
gesture-3739.bin,12,RightClick
gesture-671.bin,2,LeftClose
gesture-2357.bin,8,LeftPush
gesture-4954.bin,16,RightInfinity
gesture-2854.bin,9,LeftRotate
gesture-2266.bin,7,LeftPoint
gesture-4027.bin,13,RightClose
gesture-3232.bin,11,RightBack
gesture-3534.bin,11,RightBack
gesture-452.bin,1,LeftClick
gesture-480.bin,1,LeftClick
gesture-5008.bin,16,RightInfinity
gesture-2160.bin,7,LeftPoint
gesture-1817.bin,6,LeftOpenPalm
gesture-1027.bin,3,LeftGrab
gesture-4702.bin,15,RightHome
gesture-5206.bin,16,RightInfinity
gesture-4666.bin,15,RightHome
gesture-5943.bin,18,RightPoint
gesture-5649.bin,17,RightOpenPalm
gesture-3213.bin,10,LeftScroll
gesture-6693.bin,21,RightScroll
gesture-4639.bin,15,RightHome
gesture-2382.bin,8,LeftPush
gesture-2428.bin,8,LeftPush
gesture-4306.bin,14,RightGrab
gesture-6008.bin,19,RightPush
gesture-3817.bin,12,RightClick
gesture-1966.bin,6,LeftOpenPalm
gesture-5136.bin,16,RightInfinity
gesture-7204.bin,23,Zoom
gesture-2465.bin,8,LeftPush
gesture-6479.bin,20,RightRotate
gesture-810.bin,2,LeftClose
gesture-2264.bin,7,LeftPoint
gesture-3310.bin,11,RightBack
gesture-2958.bin,10,LeftScroll
gesture-5745.bin,18,RightPoint
gesture-6412.bin,20,RightRotate
gesture-3738.bin,12,RightClick
gesture-4646.bin,15,RightHome
gesture-1308.bin,4,LeftHome
gesture-5300.bin,16,RightInfinity
gesture-4031.bin,13,RightClose
gesture-5622.bin,17,RightOpenPalm
gesture-3555.bin,12,RightClick
gesture-605.bin,2,LeftClose
gesture-5299.bin,16,RightInfinity
gesture-3055.bin,10,LeftScroll
gesture-1369.bin,4,LeftHome
gesture-82.bin,0,LeftBack
gesture-3950.bin,13,RightClose
gesture-3447.bin,11,RightBack
gesture-5809.bin,18,RightPoint
gesture-5559.bin,17,RightOpenPalm
gesture-215.bin,0,LeftBack
gesture-4105.bin,13,RightClose
gesture-3.bin,0,LeftBack
gesture-599.bin,2,LeftClose
gesture-2923.bin,10,LeftScroll
gesture-1498.bin,5,LeftInfinity
gesture-4208.bin,13,RightClose
gesture-711.bin,2,LeftClose
gesture-5587.bin,17,RightOpenPalm
gesture-802.bin,2,LeftClose
gesture-6859.bin,21,RightScroll
gesture-5151.bin,16,RightInfinity
gesture-3398.bin,11,RightBack
gesture-6659.bin,20,RightRotate
gesture-3145.bin,10,LeftScroll
gesture-6423.bin,20,RightRotate
gesture-5361.bin,17,RightOpenPalm
gesture-5382.bin,17,RightOpenPalm
gesture-424.bin,1,LeftClick
gesture-5415.bin,17,RightOpenPalm
gesture-728.bin,2,LeftClose
gesture-1309.bin,4,LeftHome
gesture-5619.bin,17,RightOpenPalm
gesture-2865.bin,9,LeftRotate
gesture-7405.bin,23,Zoom
gesture-6900.bin,21,RightScroll
gesture-4057.bin,13,RightClose
gesture-6005.bin,19,RightPush
gesture-4568.bin,14,RightGrab
gesture-287.bin,0,LeftBack
gesture-5742.bin,18,RightPoint
gesture-4146.bin,13,RightClose
gesture-1289.bin,4,LeftHome
gesture-1227.bin,4,LeftHome
gesture-351.bin,1,LeftClick
gesture-5249.bin,16,RightInfinity
gesture-2359.bin,8,LeftPush
gesture-5699.bin,18,RightPoint
gesture-6905.bin,21,RightScroll
gesture-3938.bin,13,RightClose
gesture-6557.bin,20,RightRotate
gesture-5850.bin,18,RightPoint
gesture-4683.bin,15,RightHome
gesture-2866.bin,9,LeftRotate
gesture-4052.bin,13,RightClose
gesture-4830.bin,15,RightHome
gesture-6343.bin,20,RightRotate
gesture-302.bin,1,LeftClick
gesture-6921.bin,21,RightScroll
gesture-4509.bin,14,RightGrab
gesture-3789.bin,12,RightClick
gesture-1094.bin,3,LeftGrab
gesture-5087.bin,16,RightInfinity
gesture-2020.bin,6,LeftOpenPalm
gesture-3191.bin,10,LeftScroll
gesture-832.bin,2,LeftClose
gesture-5175.bin,16,RightInfinity
gesture-1689.bin,5,LeftInfinity
gesture-14.bin,0,LeftBack
gesture-3990.bin,13,RightClose
gesture-5599.bin,17,RightOpenPalm
gesture-5908.bin,18,RightPoint
gesture-6689.bin,21,RightScroll
gesture-5913.bin,18,RightPoint
gesture-6914.bin,21,RightScroll
gesture-6855.bin,21,RightScroll
gesture-5253.bin,16,RightInfinity
gesture-6811.bin,21,RightScroll
gesture-4143.bin,13,RightClose
gesture-5116.bin,16,RightInfinity
gesture-1986.bin,6,LeftOpenPalm
gesture-2681.bin,9,LeftRotate
gesture-1184.bin,4,LeftHome
gesture-6363.bin,20,RightRotate
gesture-3146.bin,10,LeftScroll
gesture-2021.bin,6,LeftOpenPalm
gesture-4769.bin,15,RightHome
gesture-2800.bin,9,LeftRotate
gesture-4425.bin,14,RightGrab
gesture-5968.bin,18,RightPoint
gesture-1481.bin,5,LeftInfinity
gesture-5220.bin,16,RightInfinity
gesture-7013.bin,22,Teleportation
gesture-3446.bin,11,RightBack
gesture-2245.bin,7,LeftPoint
gesture-6321.bin,19,RightPush
gesture-1239.bin,4,LeftHome
gesture-5346.bin,17,RightOpenPalm
gesture-4667.bin,15,RightHome
gesture-6359.bin,20,RightRotate
gesture-4097.bin,13,RightClose
gesture-537.bin,1,LeftClick
gesture-1319.bin,4,LeftHome
gesture-1050.bin,3,LeftGrab
gesture-5243.bin,16,RightInfinity
gesture-4928.bin,15,RightHome
gesture-3247.bin,11,RightBack
gesture-5222.bin,16,RightInfinity
gesture-6513.bin,20,RightRotate
gesture-2779.bin,9,LeftRotate
gesture-2543.bin,8,LeftPush
gesture-2388.bin,8,LeftPush
gesture-1607.bin,5,LeftInfinity
gesture-3095.bin,10,LeftScroll
gesture-7171.bin,22,Teleportation
gesture-3797.bin,12,RightClick
gesture-5438.bin,17,RightOpenPalm
gesture-6344.bin,20,RightRotate
gesture-1486.bin,5,LeftInfinity
gesture-4722.bin,15,RightHome
gesture-4455.bin,14,RightGrab
gesture-437.bin,1,LeftClick
gesture-2044.bin,6,LeftOpenPalm
gesture-7370.bin,23,Zoom
gesture-2054.bin,6,LeftOpenPalm
gesture-4066.bin,13,RightClose
gesture-3802.bin,12,RightClick
gesture-237.bin,0,LeftBack
gesture-6534.bin,20,RightRotate
gesture-2504.bin,8,LeftPush
gesture-623.bin,2,LeftClose
gesture-3612.bin,12,RightClick
gesture-2629.bin,9,LeftRotate
gesture-7229.bin,23,Zoom
gesture-2643.bin,9,LeftRotate
gesture-1640.bin,5,LeftInfinity
gesture-7001.bin,21,RightScroll
gesture-949.bin,3,LeftGrab
gesture-1142.bin,3,LeftGrab
gesture-2378.bin,8,LeftPush
gesture-2858.bin,9,LeftRotate
gesture-7331.bin,23,Zoom
gesture-3618.bin,12,RightClick
gesture-1967.bin,6,LeftOpenPalm
gesture-1574.bin,5,LeftInfinity
gesture-1767.bin,6,LeftOpenPalm
gesture-512.bin,1,LeftClick
gesture-2973.bin,10,LeftScroll
gesture-5441.bin,17,RightOpenPalm
gesture-511.bin,1,LeftClick
gesture-2062.bin,7,LeftPoint
gesture-3978.bin,13,RightClose
gesture-797.bin,2,LeftClose
gesture-2336.bin,7,LeftPoint
gesture-4102.bin,13,RightClose
gesture-3805.bin,12,RightClick
gesture-4809.bin,15,RightHome
gesture-5948.bin,18,RightPoint
gesture-1358.bin,4,LeftHome
gesture-4526.bin,14,RightGrab
gesture-4376.bin,14,RightGrab
gesture-886.bin,3,LeftGrab
gesture-1217.bin,4,LeftHome
gesture-3617.bin,12,RightClick
gesture-4506.bin,14,RightGrab
gesture-160.bin,0,LeftBack
gesture-4624.bin,15,RightHome
gesture-6609.bin,20,RightRotate
gesture-2861.bin,9,LeftRotate
gesture-996.bin,3,LeftGrab
gesture-1187.bin,4,LeftHome
gesture-5999.bin,19,RightPush
gesture-1544.bin,5,LeftInfinity
gesture-5719.bin,18,RightPoint
gesture-5006.bin,16,RightInfinity
gesture-5050.bin,16,RightInfinity
gesture-301.bin,1,LeftClick
gesture-3224.bin,11,RightBack
gesture-1864.bin,6,LeftOpenPalm
gesture-1128.bin,3,LeftGrab
gesture-385.bin,1,LeftClick
gesture-1262.bin,4,LeftHome
gesture-4250.bin,14,RightGrab
gesture-1306.bin,4,LeftHome
gesture-6370.bin,20,RightRotate
gesture-3538.bin,11,RightBack
gesture-6521.bin,20,RightRotate
gesture-668.bin,2,LeftClose
gesture-6637.bin,20,RightRotate
gesture-484.bin,1,LeftClick
gesture-3245.bin,11,RightBack
gesture-6669.bin,21,RightScroll
gesture-175.bin,0,LeftBack
gesture-5353.bin,17,RightOpenPalm
gesture-2762.bin,9,LeftRotate
gesture-5497.bin,17,RightOpenPalm
gesture-6348.bin,20,RightRotate
gesture-6783.bin,21,RightScroll
gesture-2278.bin,7,LeftPoint
gesture-3908.bin,13,RightClose
gesture-4232.bin,14,RightGrab
gesture-6296.bin,19,RightPush
gesture-4113.bin,13,RightClose
gesture-5058.bin,16,RightInfinity
gesture-35.bin,0,LeftBack
gesture-6329.bin,20,RightRotate
gesture-2899.bin,9,LeftRotate
gesture-2172.bin,7,LeftPoint
gesture-2112.bin,7,LeftPoint
gesture-332.bin,1,LeftClick
gesture-2150.bin,7,LeftPoint
gesture-7044.bin,22,Teleportation
gesture-19.bin,0,LeftBack
gesture-1964.bin,6,LeftOpenPalm
gesture-5293.bin,16,RightInfinity
gesture-1178.bin,4,LeftHome
gesture-2609.bin,8,LeftPush
gesture-3194.bin,10,LeftScroll
gesture-4471.bin,14,RightGrab
gesture-1639.bin,5,LeftInfinity
gesture-2140.bin,7,LeftPoint
gesture-7304.bin,23,Zoom
gesture-4365.bin,14,RightGrab
gesture-4562.bin,14,RightGrab
gesture-2233.bin,7,LeftPoint
gesture-3691.bin,12,RightClick
gesture-4760.bin,15,RightHome
gesture-3042.bin,10,LeftScroll
gesture-27.bin,0,LeftBack
gesture-1736.bin,5,LeftInfinity
gesture-6386.bin,20,RightRotate
gesture-1197.bin,4,LeftHome
gesture-6027.bin,19,RightPush
gesture-2338.bin,7,LeftPoint
gesture-7435.bin,23,Zoom
gesture-2593.bin,8,LeftPush
gesture-4558.bin,14,RightGrab
gesture-473.bin,1,LeftClick
gesture-1435.bin,4,LeftHome
gesture-6345.bin,20,RightRotate
gesture-1776.bin,6,LeftOpenPalm
gesture-2579.bin,8,LeftPush
gesture-2516.bin,8,LeftPush
gesture-6632.bin,20,RightRotate
gesture-633.bin,2,LeftClose
gesture-3914.bin,13,RightClose
gesture-689.bin,2,LeftClose
gesture-1829.bin,6,LeftOpenPalm
gesture-6939.bin,21,RightScroll
gesture-3430.bin,11,RightBack
gesture-1511.bin,5,LeftInfinity
gesture-1368.bin,4,LeftHome
gesture-7186.bin,23,Zoom
gesture-3019.bin,10,LeftScroll
gesture-726.bin,2,LeftClose
gesture-6729.bin,21,RightScroll
gesture-1895.bin,6,LeftOpenPalm
gesture-1085.bin,3,LeftGrab
gesture-6395.bin,20,RightRotate
gesture-4022.bin,13,RightClose
gesture-6951.bin,21,RightScroll
gesture-7026.bin,22,Teleportation
gesture-4302.bin,14,RightGrab
gesture-4359.bin,14,RightGrab
gesture-1641.bin,5,LeftInfinity
gesture-2005.bin,6,LeftOpenPalm
gesture-4211.bin,13,RightClose
gesture-635.bin,2,LeftClose
gesture-433.bin,1,LeftClick
gesture-2272.bin,7,LeftPoint
