filename,gesture_id,gesture_name
gesture-2021-09-14-15-29-33-e57c.bin,5,V
gesture-2023-01-13-12-18-46-e8c3.bin,8,D
gesture-2023-01-12-15-13-03-7864.bin,10,C
gesture-2023-01-12-15-11-43-9f1f.bin,6,e
gesture-2021-09-14-15-16-07-ed97.bin,3,I
gesture-2021-09-14-15-39-15-1ce7.bin,16,<
gesture-2023-01-12-11-45-27-a224.bin,1,L
gesture-2023-01-19-16-10-19-093e.bin,15,>
gesture-2021-09-15-14-53-22-9e67.bin,4,U
gesture-2023-01-12-13-03-26-5bc0.bin,17,INFINITY
gesture-2023-01-13-17-05-48-4618.bin,11,N
gesture-2021-09-15-14-05-47-a529.bin,16,<
gesture-2023-01-12-12-52-58-16df.bin,1,L
gesture-2023-01-12-13-05-23-e674.bin,15,>
gesture-2023-01-12-12-28-41-33f9.bin,15,>
gesture-2023-01-13-17-00-34-a5dc.bin,11,N
gesture-2023-01-17-17-46-46-0f0b.bin,7,S
gesture-2021-04-26-12-52-27-51b5.bin,13,swipe-right
gesture-2023-01-12-11-50-18-e00b.bin,6,e
gesture-2021-04-26-13-24-00-768f.bin,16,<
gesture-2023-01-12-13-03-55-e444.bin,17,INFINITY
gesture-2021-04-26-12-29-50-a2f1.bin,8,D
gesture-2021-04-19-16-44-44-1076.bin,2,O
gesture-2023-01-12-12-23-52-8460.bin,1,L
gesture-2021-04-26-13-23-37-5fa3.bin,16,<
gesture-2023-01-13-16-51-15-647d.bin,7,S
gesture-2023-01-12-15-07-41-eb1f.bin,1,L
gesture-2023-01-12-14-14-40-36c5.bin,8,D
gesture-2023-01-12-15-21-09-8d40.bin,5,V
gesture-2023-01-13-11-59-49-6397.bin,1,L
gesture-2023-01-12-12-28-55-8b0e.bin,15,>
gesture-2023-01-12-11-51-32-5d1e.bin,12,M
gesture-2023-01-20-14-14-22-713d.bin,2,O
gesture-2023-01-17-17-43-34-5e8b.bin,8,D
gesture-2023-01-12-12-08-22-e23a.bin,12,M
gesture-2023-01-12-11-45-52-765c.bin,1,L
gesture-2021-09-15-13-59-20-e55e.bin,17,INFINITY
gesture-2021-09-15-15-02-29-88cf.bin,5,V
gesture-2021-04-26-12-30-02-a27d.bin,8,D
gesture-2023-01-12-14-15-05-7b2a.bin,8,D
gesture-2023-01-13-12-31-19-42d5.bin,7,S
gesture-2021-04-26-12-02-21-5f05.bin,3,I
gesture-2023-01-13-17-12-37-a027.bin,1,L
gesture-2023-01-13-12-16-29-880d.bin,7,S
gesture-2023-01-12-15-09-21-991a.bin,2,O
gesture-2023-01-21-12-52-40-5a1d.bin,17,INFINITY
gesture-2023-01-12-11-50-53-13c9.bin,6,e
gesture-2021-04-26-12-22-07-d080.bin,7,S
gesture-2021-09-15-15-04-54-70a2.bin,17,INFINITY
gesture-2021-09-15-13-53-51-4baa.bin,5,V
gesture-2023-01-17-17-46-51-6874.bin,7,S
gesture-2021-04-26-12-43-07-b047.bin,11,N
gesture-2021-09-15-14-48-51-2cca.bin,3,I
gesture-2023-01-18-10-40-23-2627.bin,7,S
gesture-2023-01-13-16-57-43-04dd.bin,8,D
gesture-2023-01-12-11-50-59-bfb4.bin,6,e
gesture-2023-01-12-12-14-09-e674.bin,1,L
gesture-2021-09-15-13-55-00-fc70.bin,5,V
gesture-2023-01-12-17-12-03-3667.bin,15,>
gesture-2021-04-20-16-58-24-c112.bin,5,V
gesture-2021-04-26-12-57-22-280c.bin,14,swipe-left
gesture-2023-01-13-14-18-41-7aeb.bin,12,M
gesture-2023-01-19-16-18-06-e264.bin,12,M
gesture-2023-01-12-12-06-47-fa2e.bin,8,D
gesture-2023-01-12-15-20-49-0819.bin,5,V
gesture-2023-01-18-10-44-15-59cb.bin,17,INFINITY
gesture-2023-01-13-17-18-39-7576.bin,4,U
gesture-2021-04-26-12-31-09-4f31.bin,8,D
gesture-2023-01-13-17-04-09-b2cb.bin,11,N
gesture-2021-09-15-14-57-21-0cea.bin,4,U
gesture-2023-01-12-12-20-54-bc50.bin,15,>
gesture-2023-01-13-14-14-00-e779.bin,2,O
gesture-2021-09-14-15-18-28-2816.bin,4,U
gesture-2021-04-26-13-20-59-92ad.bin,15,>
gesture-2023-01-13-17-10-58-02e8.bin,1,L
gesture-2023-01-19-15-34-34-7146.bin,15,>
gesture-2023-01-12-15-16-36-1140.bin,8,D
gesture-2023-01-13-14-14-36-222f.bin,2,O
gesture-2021-09-15-13-47-42-619e.bin,4,U
gesture-2021-04-20-17-17-04-b840.bin,8,D
gesture-2023-01-13-12-00-56-26d4.bin,6,e
gesture-2023-01-19-16-10-33-0f76.bin,15,>
gesture-2023-01-19-16-11-05-5722.bin,15,>
gesture-2021-09-14-15-09-58-309e.bin,3,I
gesture-2021-04-26-12-54-55-1847.bin,13,swipe-right
gesture-2023-01-13-16-51-43-318e.bin,7,S
gesture-2023-01-19-16-15-28-726c.bin,6,e
gesture-2023-01-12-15-16-18-16cf.bin,8,D
gesture-2023-01-19-16-16-24-c119.bin,6,e
gesture-2021-09-15-13-36-36-68e3.bin,3,I
gesture-2023-01-18-10-40-13-3146.bin,7,S
gesture-2023-01-12-15-09-05-77d8.bin,2,O
gesture-2023-01-13-12-30-07-3291.bin,1,L
gesture-2023-01-19-16-21-26-a91f.bin,10,C
gesture-2021-04-26-11-56-42-07ce.bin,2,O
gesture-2021-04-26-13-28-05-1016.bin,17,INFINITY
gesture-2023-01-13-17-11-07-f71c.bin,1,L
gesture-2023-01-13-12-39-58-fca8.bin,8,D
gesture-2023-01-17-17-42-39-4133.bin,8,D
gesture-2023-01-21-12-48-00-99b9.bin,7,S
gesture-2023-01-12-14-11-07-17fa.bin,15,>
gesture-2021-09-15-14-54-11-a3c2.bin,4,U
gesture-2023-01-12-13-02-54-73bf.bin,17,INFINITY
gesture-2023-01-18-10-44-35-7d9d.bin,17,INFINITY
gesture-2021-04-20-17-48-36-98b9.bin,13,swipe-right
gesture-2021-09-15-13-36-47-4558.bin,3,I
gesture-2023-01-12-14-05-16-4623.bin,1,L
gesture-2023-01-13-16-51-17-8c17.bin,7,S
gesture-2021-04-26-11-46-48-1913.bin,1,L
gesture-2023-01-12-17-02-04-98ff.bin,1,L
gesture-2021-09-14-15-12-59-8fb6.bin,3,I
gesture-2021-04-26-13-26-01-6640.bin,16,<
gesture-2021-04-20-17-23-20-0aa2.bin,9,Z
gesture-2023-01-13-16-59-18-76c7.bin,5,V
gesture-2023-01-19-15-33-00-ee5a.bin,15,>
gesture-2023-01-13-14-12-37-13c6.bin,2,O
gesture-2023-01-19-15-30-47-111a.bin,12,M
gesture-2023-01-13-12-17-37-2671.bin,8,D
gesture-2021-04-20-17-02-48-c0de.bin,6,e
gesture-2021-04-19-16-47-54-98b9.bin,3,I
gesture-2023-01-19-15-34-19-bb7d.bin,15,>
gesture-2023-01-12-15-15-11-fee6.bin,12,M
gesture-2023-01-13-12-13-48-f9b5.bin,2,O
gesture-2023-01-12-12-46-19-cc8e.bin,15,>
gesture-2023-01-18-10-39-24-3779.bin,7,S
gesture-2023-01-13-11-53-40-473d.bin,6,e
gesture-2021-09-15-14-59-04-f996.bin,5,V
gesture-2023-01-13-12-14-15-84c5.bin,2,O
gesture-2023-01-13-12-01-22-d3d9.bin,12,M
gesture-2021-04-20-17-49-13-e1f3.bin,13,swipe-right
gesture-2021-04-26-12-33-50-c816.bin,9,Z
gesture-2023-01-12-17-14-29-ffe2.bin,6,e
gesture-2023-01-13-17-12-18-cb46.bin,1,L
gesture-2021-09-15-14-05-38-ef01.bin,16,<
gesture-2023-01-12-12-27-23-210b.bin,6,e
gesture-2021-04-26-11-50-02-d671.bin,2,O
gesture-2021-04-26-12-38-29-cd54.bin,10,C
gesture-2023-01-13-12-38-13-e4c2.bin,6,e
gesture-2021-04-26-13-18-55-3c90.bin,15,>
gesture-2021-04-20-17-41-12-e0b2.bin,12,M
gesture-2021-04-26-12-49-45-c509.bin,12,M
gesture-2021-04-20-17-52-59-3a0a.bin,14,swipe-left
gesture-2023-01-13-17-02-52-f9e0.bin,3,I
gesture-2023-01-13-17-00-44-169d.bin,11,N
gesture-2021-09-15-14-58-28-8bdd.bin,5,V
gesture-2023-01-13-17-18-16-e4ba.bin,4,U
gesture-2023-01-13-12-22-53-ccee.bin,17,INFINITY
gesture-2023-01-12-17-11-52-e425.bin,15,>
gesture-2021-04-26-12-02-48-a927.bin,3,I
gesture-2023-01-13-12-41-12-ba78.bin,15,>
gesture-2021-04-26-13-28-01-8284.bin,17,INFINITY
gesture-2021-04-26-12-59-05-cb2e.bin,14,swipe-left
gesture-2021-04-26-12-36-00-8a45.bin,9,Z
gesture-2023-01-12-17-18-00-d3dc.bin,12,M
gesture-2021-09-14-15-18-50-2e53.bin,4,U
gesture-2023-01-13-11-49-31-67b7.bin,2,O
gesture-2023-01-12-17-11-19-f82a.bin,15,>
gesture-2021-04-26-11-55-49-b63a.bin,2,O
gesture-2023-01-12-12-24-56-4597.bin,10,C
gesture-2021-09-14-15-23-35-5f7f.bin,5,V
gesture-2023-01-19-16-17-56-9a13.bin,12,M
gesture-2023-01-12-12-19-52-1f90.bin,8,D
gesture-2021-09-14-15-22-45-2cf2.bin,4,U
gesture-2023-01-12-15-21-07-9d65.bin,5,V
gesture-2023-01-13-12-30-10-6145.bin,1,L
gesture-2023-01-13-12-40-48-47cc.bin,15,>
gesture-2023-01-19-15-31-10-2800.bin,12,M
gesture-2021-04-26-11-56-27-1f85.bin,2,O
gesture-2023-01-19-15-34-05-e067.bin,15,>
gesture-2023-01-13-16-55-22-ef81.bin,7,S
gesture-2023-01-13-14-17-21-5deb.bin,12,M
gesture-2023-01-20-14-12-05-74b5.bin,6,e
gesture-2023-01-12-17-16-15-5c6f.bin,12,M
gesture-2021-09-15-13-37-16-d124.bin,3,I
gesture-2021-04-20-17-58-00-b7e2.bin,16,<
gesture-2023-01-19-15-36-58-015b.bin,10,C
gesture-2021-04-26-13-29-58-6181.bin,17,INFINITY
gesture-2021-09-14-15-31-17-45cf.bin,17,INFINITY
gesture-2023-01-13-12-19-54-fab7.bin,12,M
gesture-2021-09-14-15-40-50-a909.bin,16,<
gesture-2023-01-12-17-01-19-0211.bin,1,L
gesture-2021-04-20-17-22-15-f061.bin,9,Z
gesture-2023-01-12-12-31-46-71de.bin,8,D
gesture-2023-01-13-12-13-59-09a2.bin,2,O
gesture-2023-01-13-17-04-03-e70c.bin,11,N
gesture-2021-04-26-13-23-43-05cc.bin,16,<
gesture-2021-04-26-11-45-14-7871.bin,1,L
gesture-2021-04-26-12-10-10-3304.bin,5,V
gesture-2021-09-15-14-00-00-8379.bin,17,INFINITY
gesture-2023-01-18-10-43-32-e52a.bin,5,V
gesture-2023-01-19-15-33-58-ace6.bin,15,>
gesture-2023-01-13-17-02-10-c13f.bin,3,I
gesture-2023-01-12-17-15-30-6253.bin,12,M
gesture-2023-01-19-16-16-33-20ab.bin,6,e
gesture-2021-09-15-14-49-29-a93a.bin,3,I
gesture-2023-01-17-17-45-55-e1ae.bin,7,S
gesture-2023-01-21-12-50-52-2af2.bin,17,INFINITY
gesture-2023-01-12-13-01-45-449e.bin,8,D
gesture-2021-04-20-17-07-24-3319.bin,7,S
gesture-2021-09-15-13-53-01-b596.bin,5,V
gesture-2023-01-12-14-10-51-c743.bin,15,>
gesture-2021-09-15-13-55-20-b5df.bin,5,V
gesture-2023-01-13-16-59-06-d77f.bin,5,V
gesture-2023-01-20-14-06-45-78ec.bin,1,L
gesture-2023-01-17-17-46-44-fa65.bin,7,S
gesture-2021-04-19-16-07-01-03c4.bin,1,L
gesture-2021-04-20-17-24-37-5779.bin,10,C
gesture-2023-01-18-10-38-01-d970.bin,12,M
gesture-2021-09-15-14-05-08-2a34.bin,16,<
gesture-2021-04-20-17-59-13-08a4.bin,16,<
gesture-2023-01-12-17-03-57-a582.bin,2,O
gesture-2023-01-12-15-20-28-10db.bin,5,V
gesture-2021-04-20-17-50-51-751b.bin,14,swipe-left
gesture-2023-01-12-12-40-51-8bb4.bin,10,C
gesture-2023-01-13-16-56-10-aa6d.bin,7,S
gesture-2021-09-14-15-25-41-0835.bin,5,V
gesture-2023-01-12-12-17-49-ae68.bin,12,M
gesture-2023-01-13-16-55-53-9776.bin,7,S
gesture-2023-01-12-12-39-31-6f33.bin,10,C
gesture-2021-09-15-14-55-07-5554.bin,4,U
gesture-2021-04-26-11-45-32-a43c.bin,1,L
gesture-2023-01-13-17-02-24-4a68.bin,3,I
gesture-2021-09-14-15-36-04-fbac.bin,17,INFINITY
gesture-2021-04-26-11-54-31-ed94.bin,2,O
gesture-2023-01-12-11-45-11-bdfa.bin,1,L
gesture-2021-04-20-17-19-34-9260.bin,8,D
gesture-2021-04-20-17-16-53-ad00.bin,8,D
gesture-2021-09-14-15-17-18-26ca.bin,4,U
gesture-2021-04-26-12-59-13-9006.bin,14,swipe-left
gesture-2023-01-18-10-39-30-8933.bin,7,S
gesture-2021-04-26-13-30-09-3a55.bin,17,INFINITY
gesture-2021-04-26-12-03-06-1dd2.bin,3,I
gesture-2021-09-15-15-01-44-bd9f.bin,5,V
gesture-2021-04-19-16-52-30-01df.bin,4,U
gesture-2023-01-12-15-20-51-7391.bin,5,V
gesture-2021-04-26-12-57-10-2352.bin,14,swipe-left
gesture-2021-09-15-14-06-14-76ea.bin,16,<
gesture-2023-01-12-12-48-05-8adf.bin,8,D
gesture-2023-01-19-15-34-22-4115.bin,15,>
gesture-2021-04-26-12-12-09-5863.bin,5,V
gesture-2023-01-12-12-29-34-5cc9.bin,15,>
gesture-2023-01-12-17-19-11-7981.bin,8,D
gesture-2023-01-12-12-09-34-3489.bin,15,>
gesture-2023-01-20-14-08-34-964e.bin,8,D
gesture-2023-01-12-17-08-10-da10.bin,10,C
gesture-2021-09-15-13-53-24-ab3c.bin,5,V
gesture-2021-04-26-12-17-13-66f1.bin,6,e
gesture-2021-04-20-17-22-11-178c.bin,9,Z
gesture-2021-04-26-12-13-49-a26f.bin,5,V
gesture-2021-04-26-12-35-00-3b60.bin,9,Z
gesture-2023-01-19-15-31-13-a537.bin,12,M
gesture-2023-01-12-12-46-26-e499.bin,15,>
gesture-2023-01-13-16-51-08-f2ea.bin,7,S
gesture-2021-04-26-12-54-48-318f.bin,13,swipe-right
gesture-2021-09-15-15-00-29-00d9.bin,5,V
gesture-2023-01-12-17-06-43-192c.bin,2,O
gesture-2023-01-12-12-04-14-a4bc.bin,6,e
gesture-2023-01-13-14-10-12-52a4.bin,7,S
gesture-2023-01-12-12-05-26-5f72.bin,10,C
gesture-2023-01-12-15-15-19-fb38.bin,12,M
gesture-2023-01-13-12-21-23-53aa.bin,17,INFINITY
gesture-2023-01-12-12-55-49-f630.bin,6,e
gesture-2023-01-21-12-40-34-7b7b.bin,11,N
gesture-2021-09-14-15-39-46-e73c.bin,16,<
gesture-2023-01-13-12-37-36-03d2.bin,6,e
gesture-2021-09-14-15-28-12-22eb.bin,5,V
gesture-2021-09-15-13-54-08-bfa4.bin,5,V
gesture-2023-01-12-15-20-13-80f4.bin,5,V
gesture-2023-01-12-12-40-00-2abd.bin,10,C
gesture-2023-01-13-17-18-04-5f39.bin,4,U
gesture-2023-01-12-11-48-17-42b8.bin,8,D
gesture-2023-01-13-12-39-37-30bb.bin,8,D
gesture-2021-09-15-14-59-08-9737.bin,5,V
gesture-2021-09-14-15-44-23-96c1.bin,16,<
gesture-2021-04-19-16-06-55-b00f.bin,1,L
gesture-2023-01-12-12-18-46-4d23.bin,8,D
gesture-2023-01-21-12-51-27-ed94.bin,17,INFINITY
gesture-2023-01-13-17-03-50-cb26.bin,11,N
gesture-2023-01-12-10-49-18-4edc.bin,10,C
gesture-2023-01-19-15-22-28-8ce0.bin,1,L
gesture-2023-01-12-12-42-13-d640.bin,6,e
gesture-2023-01-13-17-00-15-9b2d.bin,11,N
gesture-2023-01-12-17-19-36-d6fa.bin,8,D
gesture-2021-09-14-15-28-44-8d9c.bin,5,V
gesture-2023-01-12-12-05-24-faad.bin,10,C
gesture-2021-09-15-13-35-34-21b9.bin,3,I
gesture-2021-04-19-16-43-49-120a.bin,2,O
gesture-2023-01-12-12-40-27-afcb.bin,10,C
gesture-2023-01-13-17-07-39-1adc.bin,10,C
gesture-2021-04-26-13-23-06-651b.bin,16,<
gesture-2021-09-15-15-13-10-5407.bin,16,<
gesture-2021-04-19-16-41-33-0e23.bin,1,L
gesture-2021-04-20-17-57-41-1ca6.bin,16,<
gesture-2021-04-26-13-27-28-01a4.bin,17,INFINITY
gesture-2021-04-26-13-23-23-6503.bin,16,<
gesture-2021-04-20-17-54-05-e643.bin,15,>
gesture-2023-01-12-12-24-01-353b.bin,1,L
gesture-2021-04-26-12-42-37-1384.bin,11,N
gesture-2023-01-12-15-21-18-375f.bin,5,V
gesture-2023-01-12-12-17-16-2166.bin,12,M
gesture-2023-01-13-12-12-10-b133.bin,1,L
gesture-2021-09-15-13-59-57-ff11.bin,17,INFINITY
gesture-2021-09-15-13-53-06-c224.bin,5,V
gesture-2023-01-13-17-14-44-1c41.bin,1,L
gesture-2023-01-12-12-41-22-ce0b.bin,6,e
gesture-2023-01-19-15-30-30-93d8.bin,12,M
gesture-2023-01-19-16-21-16-6fbf.bin,10,C
gesture-2023-01-13-14-09-39-8864.bin,7,S
gesture-2023-01-13-11-56-36-e50c.bin,10,C
gesture-2023-01-12-15-07-24-23c9.bin,1,L
gesture-2023-01-12-14-08-43-5825.bin,2,O
gesture-2023-01-13-14-14-14-5b8a.bin,2,O
gesture-2023-01-12-17-07-54-2c9e.bin,10,C
gesture-2023-01-12-12-37-45-7e98.bin,1,L
gesture-2023-01-21-12-47-43-9765.bin,7,S
gesture-2023-01-13-17-00-02-62a2.bin,11,N
gesture-2021-09-14-15-13-17-0403.bin,3,I
gesture-2021-04-26-11-55-29-26d2.bin,2,O
gesture-2021-09-15-14-52-09-dbf0.bin,3,I
gesture-2023-01-13-17-08-39-4f46.bin,10,C
gesture-2023-01-12-12-45-59-4d50.bin,15,>
gesture-2021-04-20-17-19-38-38d3.bin,8,D
gesture-2021-04-20-17-49-18-9140.bin,13,swipe-right
gesture-2023-01-13-14-08-06-038e.bin,7,S
gesture-2021-09-14-15-21-31-c20e.bin,4,U
gesture-2023-01-12-12-23-24-3129.bin,1,L
gesture-2021-04-20-17-51-22-f2f0.bin,14,swipe-left
gesture-2021-04-26-12-35-04-4e5b.bin,9,Z
gesture-2023-01-12-15-09-12-fe1e.bin,2,O
gesture-2021-09-15-14-58-08-1623.bin,5,V
gesture-2021-09-15-14-02-06-2e3d.bin,17,INFINITY
gesture-2021-09-15-13-53-27-587b.bin,5,V
gesture-2023-01-12-15-20-46-c0d3.bin,5,V
gesture-2021-04-20-17-22-58-3fe6.bin,9,Z
gesture-2023-01-12-10-49-59-8876.bin,10,C
gesture-2021-09-14-15-17-51-55f0.bin,4,U
gesture-2023-01-18-10-44-23-edd7.bin,17,INFINITY
gesture-2023-01-13-12-17-50-5a28.bin,8,D
gesture-2023-01-13-17-00-05-5874.bin,11,N
gesture-2023-01-17-17-46-23-db4d.bin,7,S
gesture-2023-01-12-14-06-58-5230.bin,6,e
